id,civilité,nom,prenom,département,circonscription,groupe_politique,email,sites,twitter,facebook,permanence,commissions,informations
"PA719404","M.","Le Gac","Didier","Finistère","3","Ensemble pour la République","didier.legac@assemblee-nationale.fr","didierlegac.bzh","@didierlegac","Didier Le Gac","11, Rue de Kerzouar BP 30089 29290 Saint-Renan - Tél: 02 98 33 02 20","Membre  de la Commission des affaires sociales | ",""
"PA795672","M.","Le Gall","Arnaud","Val-d'Oise","9","La France insoumise - Nouveau Front Populaire","arnaud.legall@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA345722","Mme","Le Grip","Constance","Hauts-de-Seine","6","Ensemble pour la République","constance.legrip@assemblee-nationale.fr","constance-legrip.fr","@ConstanceLeGrip","Deputee.ConstanceLeGrip","","Membre  de la Commission des affaires étrangères | ",""
"PA794426","Mme","Le Hénanff","Anne","Morbihan","1","Horizons & Indépendants","anne.lehenanff@assemblee-nationale.fr","www.annelehenanff.bzh","@ALehenanff","@ALehenanff","21, Rue Thiers 56000 Vannes - Tél: 0297445942","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA719388","Mme","Le Meur","Annaïg","Finistère","1","Ensemble pour la République","annaig.lemeur@assemblee-nationale.fr","","","","5 Bis, Venelle de Kergos 29000 Quimper - Tél: 02 29 20 29 50","Membre  de la Commission des affaires économiques | ",""
"PA719756","Mme","Le Nabour","Christine","Ille-et-Vilaine","5","Ensemble pour la République","christine.lenabour@assemblee-nationale.fr","www.christinelenabour.fr","","","","Membre  de la Commission des affaires sociales | ",""
"PA720342","Mme","Le Peih","Nicole","Morbihan","3","Ensemble pour la République","le.peih.nicole@gmail.com|nicole.lepeih@assemblee-nationale.fr","www.nicolelepeih.bzh","@NicoleLePeih","NicoleLePeih5603","70-74, Zone de Kermestre 56150 Baud - Tél: 02 97 07 92 66","Membre  de la Commission des affaires économiques | ",""
"PA720614","Mme","Le Pen","Marine","Pas-de-Calais","11","Rassemblement National","marine.lepen@assemblee-nationale.fr","","@MLP_officiel","MarineLePen","99, Place Jean Jaurès 62110 Hénin-Beaumont","Membre  de la Commission des affaires étrangères | ",""
"PA795746","M.","Léaument","Antoine","Essonne","10","La France insoumise - Nouveau Front Populaire","antoine.leaument@assemblee-nationale.fr","antoineleaument.fr","@ALeaument","aleaument","209, Route de Corbeil 91700 Sainte-Geneviève-des-Bois","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA721852","Mme","Lebec","Marie","Yvelines","4","Ensemble pour la République","marie.lebec@assemblee-nationale.fr","","@marielebec78","marielebec2022","11, Rue des Ponts 78290 Croissy-sur-Seine","Membre  de la Commission des affaires économiques | ",""
"PA774962","Mme","Lebon","Karine","Réunion","2","Gauche Démocrate et Républicaine","karine.lebon@assemblee-nationale.fr","","@KarineLebon","Karine.Lebon974","17, Chaussée Royale 97460 Saint-Paul - Tél: 0262452889","Membre  de la Commission des affaires sociales | ",""
"PA795108","Mme","Leboucher","Élise","Sarthe","4","La France insoumise - Nouveau Front Populaire","elise.leboucher@assemblee-nationale.fr","","@leboucher_elise","elise.leboucher.7204","80, Quai Amiral Lalande 72000 Le Mans - Tél: 06.63.31.42.76","Membre  de la Commission des affaires sociales | ",""
"PA795374","M.","Lecamp","Pascal","Vienne","3","Les Démocrates","pascal.lecamp@assemblee-nationale.fr|pascal.lecamp@civray.fr","","","pascal.lecamp.98","","Vice-président  de la Commission des affaires économiques | ",""
"PA796026","Mme","Lechanteux","Julie","Var","5","Rassemblement National","julie.lechanteux@assemblee-nationale.fr","","@JLechanteux","jlechanteux","70, Rue Jean Jaurès 83600 Fréjus - Tél: 04.94.95.20.45","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA840857","Mme","Lechon","Nadine","Dordogne","1","Rassemblement National","nadine.lechon@assemblee-nationale.fr","","@nadinelechon","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA335612","M.","Lecoq","Jean-Paul","Seine-Maritime","8","Gauche Démocrate et Républicaine","jean-paul.lecoq@assemblee-nationale.fr","jeanpaul-lecoq.fr","","jplecoq76","55, Rue de la République 76700 Harfleur","Membre  de la Commission des affaires étrangères | ",""
"PA712014","M.","Ledoux","Vincent","Nord","10","Ensemble pour la République","permanenceledoux@gmail.com|vincent.ledoux@assemblee-nationale.fr","","@VincentLedoux59","vincent.ledoux.313","","Membre  de la Commission des affaires étrangères | ",""
"PA795386","M.","Lefèvre","Mathieu","Val-de-Marne","5","Ensemble pour la République","mathieu.lefevre@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA795298","M.","Legavre","Jérôme","Seine-Saint-Denis","12","La France insoumise - Nouveau Front Populaire","jerome.legavre@assemblee-nationale.fr","jeromelegavre.fr/","@LegavreJerome","JeromeLegavreNUPES","1, Allée de Coubron 93390 Clichy-sous-Bois","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA791824","Mme","Legrain","Sarah","Paris","16","La France insoumise - Nouveau Front Populaire","sarah.legrain@assemblee-nationale.fr","sarahlegrain.fr","@S_Legrain","LegrainSarah","133, Rue Haxo 75019 Paris","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA842029","Mme","Lejeune","Claire","Essonne","7","La France insoumise - Nouveau Front Populaire","claire.lejeune@assemblee-nationale.fr","","@ClaireMLejeune","","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA793290","Mme","Lelouis","Gisèle","Bouches-du-Rhône","3","Rassemblement National","gisele.lelouis@assemblee-nationale.fr","","@gisele_lelouis","gisele.lelouis","73, Alphonse Daudet 13013 Marseille - Tél: 04 13 94 03 14","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794838","M.","Lemaire","Didier","Haut-Rhin","3","Horizons & Indépendants","didier.lemaire@assemblee-nationale.fr","www.didierlemaire.fr","@didier_lemaire_","Didier.Lemaire","7, Place Xavier Jourdain 68130 Altkirch - Tél: 03 69 84 01 61|7, Place Xavier Jourdain 68130 Altkirch","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA840983","M.","Lenoir","Bartolomé","Creuse","1","UDR","bartolome.lenoir@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA795244","M.","Lenormand","Stéphane","Saint-Pierre-et-Miquelon","1","Libertés, Indépendants, Outre-mer et Territoires","stephane.lenormand@assemblee-nationale.fr","","","","Rue de Paris 97500 Saint-Pierre","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA695512","M.","Lepers","Guillaume","Lot-et-Garonne","3","Droite Républicaine","guillaume.lepers@assemblee-nationale.fr","","@GuillaumeLEPERS","guillaume.lepers47","1, Rue de la Fraternité 47300 Villeneuve-sur-Lot - Tél: 0967417488","Membre  de la Commission des affaires économiques | ",""
"PA793532","Mme","Lepvraud","Murielle","Côtes-d'Armor","4","La France insoumise - Nouveau Front Populaire","murielle.lepvraud@assemblee-nationale.fr","","","","2, Rue du Pot d'Argent 22200 Guingamp|2, Rue du Pot d'argent 22200 Guingamp","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA721134","M.","Lescure","Roland","Français établis hors de France","1","Ensemble pour la République","roland.lescure@assemblee-nationale.fr","rolandlescure.fr","@rolandlescure","RolandLescure","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | Vice-président de l'Assemblée nationale",""
"PA774958","M.","Leseul","Gérard","Seine-Maritime","5","Socialistes et apparentés","gerard.leseul@assemblee-nationale.fr","","@LeseulG","gerard.leseul.1","6, Avenue Victor Hugo 76360 Barentin - Tél: 02 35 34 57 68","Vice-président  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA841601","Mme","Levasseur","Pauline","Pas-de-Calais","2","Ensemble pour la République","pauline.levasseur@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires sociales | ",""
"PA793608","Mme","Levavasseur","Katiana","Eure","2","Rassemblement National","katiana.levavasseur@assemblee-nationale.fr","","","katianalevavasseur","13, Rue Octave Bonnel 27110 Le Neubourg - Tél: 06 63 36 05 50","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA840765","M.","Lhardit","Laurent","Bouches-du-Rhône","2","Socialistes et apparentés","laurent.lhardit@assemblee-nationale.fr","","@laurentlhardit","","","Membre  de la Commission des affaires économiques | ",""
"PA642725","M.","Liégeon","Eric","Doubs","5","Droite Républicaine","eric.liegeon@assemblee-nationale.fr","","","","5, Rue du Parc 25300 Pontarlier - Tél: 03 81 46 55 47","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794750","M.","Liger","Thierry","Orne","2","Droite Républicaine","thierry.liger@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841873","M.","Limongi","Julien","Seine-et-Marne","4","Rassemblement National","julien.limongi@assemblee-nationale.fr","","@julien_limongi","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794702","Mme","Lingemann","Delphine","Puy-de-Dôme","4","Les Démocrates","delphine.lingemann@assemblee-nationale.fr","www.delphinelingemann.fr/","@DelphLingemann","DelphineLingemann","4 Bis, Rue Champvoisin 63170 Aubière - Tél: 06 64 09 93 55|5, Boulevard de la Sous-préfecture 63500 Issoire","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA840967","M.","Lioret","René","Côte-d'Or","5","Rassemblement National","rene.lioret@assemblee-nationale.fr|lioret.r@gmail.com","","","","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA720446","Mme","Liso","Brigitte","Nord","4","Ensemble pour la République","enmarche@brigitteliso.fr|brigitte.liso@assemblee-nationale.fr","","@brigitte_liso","brigitteliso","","Membre  de la Commission des affaires sociales | ",""
"PA793672","Mme","Loir","Christine","Eure","1","Rassemblement National","christine.loir@assemblee-nationale.fr","","","","335, Rue Notre-Dame 27130 Verneuil d'Avre et d'Iton - Tél: 0232373430","Membre  de la Commission des affaires sociales | ",""
"PA793904","M.","Lopez-Liguori","Aurélien","Hérault","7","Rassemblement National","aurelien.lopezliguori@assemblee-nationale.fr","www.lopezliguori.fr","@lopezliguori","LopezLiguori","5, Rue Romain Rolland 34200 Sète","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA721932","Mme","Lorho","Marie-France","Vaucluse","4","Rassemblement National","marie-france.lorho@assemblee-nationale.fr","mariefrancelorho.fr","@FranceLorho","mariefrancelorho","8, Cours Aristide Briand 84100 Orange - Tél: 0413970107","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA795974","M.","Lottiaux","Philippe","Var","4","Rassemblement National","philippe.lottiaux@assemblee-nationale.fr","","@phlottiaux","Ph Lottiaux","","Vice-président  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794590","M.","Loubet","Alexandre","Moselle","7","Rassemblement National","alexandre.loubet@assemblee-nationale.fr","","@alexandreloubet","alexandreloubet.off","38, Rue Hirschauer 57500 Saint-Avold - Tél: 0357850202","Membre  de la Commission des affaires économiques | ",""
"PA795636","M.","Lucas-Lundy","Benjamin","Yvelines","8","Écologiste et Social","benjamin.lucas@assemblee-nationale.fr","benjaminlucas.fr","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA720230","Mme","Magnier","Lise","Marne","4","Horizons & Indépendants","contact@lisemagnier.fr|lise.magnier@assemblee-nationale.fr","","@lise_magnier","lisemagniermarne","5 Ter, Rue Léon Bourgeois 51000 Châlons-en-Champagne - Tél: 03 26 22 47 06","Membre  de la Commission de la défense nationale et des forces armées | Secrétaire de l'Assemblée nationale",""
"PA841587","M.","Magnier","David","Oise","7","Rassemblement National","david.magnier@assemblee-nationale.fr","","","","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA717379","M.","Maillard","Sylvain","Paris","1","Ensemble pour la République","sylvain.maillard@assemblee-nationale.fr","sylvainmaillard.fr","@sylvainmaillard","sylvainmaillardparis","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA796010","M.","Maillot","Frédéric","Réunion","6","Gauche Démocrate et Républicaine","frederic.maillot@assemblee-nationale.fr","","@frdric_maillot","fredericmaillotdepute","93 B, Avenue Leconte de Lisle 97490 Saint-Denis (La Réunion)","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794114","M.","Mandon","Emmanuel","Loire","3","Les Démocrates","emmanuel.mandon@assemblee-nationale.fr","emmanuelmandon42.fr","","","18, Place Saint-Pierre 42400 Saint-Charmond - Tél: 04 77 31 10 11","Secrétaire  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841183","Mme","Mansouri","Hanane","Isère","8","UDR","hanane.mansouri@assemblee-nationale.fr","","@hanane_mnsr","","","Membre  de la Commission des affaires sociales | Secrétaire d'âge de l'Assemblée nationale",""
"PA841563","Mme","Marais-Beuil","Claire","Oise","1","Rassemblement National","claire.marais-beuil@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794530","M.","Marchio","Matthieu","Nord","16","Rassemblement National","matthieu.marchio@assemblee-nationale.fr","","@MarchioMatthieu","","19A, Rue Léon Gambetta 59490 Somain - Tél: 0359640152","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA795730","M.","Marchive","Bastien","Deux-Sèvres","1","Ensemble pour la République","bastien.marchive@assemblee-nationale.fr","bastienmarchive.fr","@B_Marchive","bastien.marchive","37, Rue du Général Largeau 79000 Niort","Membre  de la Commission des affaires économiques | ",""
"PA794206","M.","Marion","Christophe","Loir-et-Cher","3","Ensemble pour la République","christophe.marion@assemblee-nationale.fr","www.christophemarion.net","@MarionDepute41","Christophemariondepute","6, Rue Frincambault 41100 Vendôme","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA840837","M.","Markowsky","Pascal","Charente-Maritime","4","Rassemblement National","pascal.markowsky@assemblee-nationale.fr|markowsky.pascal@gmail.com","","","","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA606098","M.","Marleix","Olivier","Eure-et-Loir","2","Droite Républicaine","olivier.marleix@assemblee-nationale.fr","","","","7, Rue Saint-Martin 28100 Dreux - Tél: 02 37 82 00 00","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA719080","Mme","Marsaud","Sandra","Charente","2","Ensemble pour la République","sandra.marsaud@assemblee-nationale.fr","www.sandramarsaud.fr","@MARSAUDSandra","sandramarsaudlarepubliquenmarche","12, Rue de l'Aumônerie BP 90117 16200 Jarnac","Membre  de la Commission des affaires économiques | ",""
"PA342384","Mme","Martin","Élisa","Isère","3","La France insoumise - Nouveau Front Populaire","elisa.martin@assemblee-nationale.fr","","","","3, Avenue Marie Reynoard 38100 Grenoble","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA793342","Mme","Martin","Alexandra","Alpes-Maritimes","8","Droite Républicaine","alexandra.martin@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA841825","M.","Martin","Patrice","Seine-Maritime","6","Rassemblement National","patrice.martin@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires économiques | ",""
"PA795100","M.","Martineau","Éric","Sarthe","3","Les Démocrates","eric.martineau@assemblee-nationale.fr","www.ericmartineauavecvous.fr","","Eric Martineau","76, Rue Aristide Briand 72500 Montval-sur-Loir - Tél: 0272580036","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA794770","Mme","Martinez","Michèle","Pyrénées-Orientales","4","Rassemblement National","michele.martinez@assemblee-nationale.fr","","@MichleMartinez3","Michèle Martinez Députée de la 4ème circonscription des Pyrénées-Orientales","7, Route Nationale 66700 Argelès","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA720146","M.","Masséglia","Denis","Maine-et-Loire","5","Ensemble pour la République","denis.masseglia@assemblee-nationale.fr","","@denis_Masseglia","","25, Boulevard Gustave Richard 49300 Cholet - Tél: 0241494320","Secrétaire  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793314","Mme","Masson","Alexandra","Alpes-Maritimes","4","Rassemblement National","alexandra.masson@assemblee-nationale.fr","www.alexandramasson.fr","","","7, Rue Magenta 06500 Menton","Membre  de la Commission des affaires étrangères | ",""
"PA793330","M.","Masson","Bryan","Alpes-Maritimes","6","Rassemblement National","bryan.masson@assemblee-nationale.fr","","@MassonBryan","","55, Square Louis Benes 06700 Saint-Laurent du Var","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA720976","M.","Mathiasin","Max","Guadeloupe","3","Libertés, Indépendants, Outre-mer et Territoires","max.mathiasin@assemblee-nationale.fr","","","","La Rocade des Citées unies Bourg 97115 Sainte-Rose - Tél: 05 90 88 20 20","Membre  de la Commission des affaires économiques | ",""
"PA720728","M.","Mattei","Jean-Paul","Pyrénées-Atlantiques","2","Les Démocrates","jean-paul.mattei@assemblee-nationale.fr","","@jp_mattei","mattei64","22, Avenue du Général Leclerc 64000 Pau","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA795422","M.","Maudet","Damien","Haute-Vienne","1","La France insoumise - Nouveau Front Populaire","damien.maudet@assemblee-nationale.fr","","@damienmaudt","@damienmaudt","45, Rue Cruveilhier 87000 Limoges","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA842271","M.","Maurel","Emmanuel","Val-d'Oise","3","Gauche Démocrate et Républicaine","emmanuel.maurel@assemblee-nationale.fr","emmanuelmaurel.eu/","@emmanuelmaurel","emmanuelmaurel","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793616","M.","Mauvieux","Kévin","Eure","3","Rassemblement National","kevin.mauvieux@assemblee-nationale.fr","","@MauvieuxKevin","KevinMauvieuxPagePolitique","15, Place Louis Gillain 27500 Pont-Audemer","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794686","Mme","Maximi","Marianne","Puy-de-Dôme","1","La France insoumise - Nouveau Front Populaire","marianne.maximi@assemblee-nationale.fr","","","","8, Rue de Billom 63000 Clermont-Ferrand","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA677483","M.","Mazars","Stéphane","Aveyron","1","Ensemble pour la République","stephane.mazars@assemblee-nationale.fr","","@s_mazars","StephaneMazars","2, Rue Lebon 12000 Rodez - Tél: 05 65 68 99 10","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841931","M.","Mazaury","Laurent","Yvelines","11","Libertés, Indépendants, Outre-mer et Territoires","laurent.mazaury@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA719436","M.","Meizonnet","Nicolas","Gard","2","Rassemblement National","nicolas.meizonnet@assemblee-nationale.fr","www.meizonnet.fr","@NMeizonnet","NMeizonnet","160, rue Victor Hugo résidence Alegria – appt 10 30600 Vauvert","Membre  de la Commission des affaires économiques | ",""
"PA719338","Mme","Melchior","Graziella","Finistère","5","Ensemble pour la République","graziella.melchior@assemblee-nationale.fr","","@GrazieMelchior","graziella.bourges","54, Quai de Léon 29800 Landerneau - Tél: 02 29 63 92 41","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793354","Mme","Mélin","Joëlle","Bouches-du-Rhône","9","Rassemblement National","joelle.melin@assemblee-nationale.fr","joellemelin.com","@JoelleMelinRN","joellemelinRN","35, Avenue de Lascours Parc d'activités de Napollon 13400 Aubagne","Membre  de la Commission des affaires économiques | ",""
"PA795786","Mme","Ménaché","Yaël","Somme","5","Rassemblement National","yael.menache@assemblee-nationale.fr","","@YaelMenache","Yael Menache","1, Rue de la Caisse d'épargne 80200 Péronne","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA794322","M.","Ménagé","Thomas","Loiret","4","Rassemblement National","thomas.menage@assemblee-nationale.fr","","@Thomas_Mng","ThomasMenageCVDL","17, Rue Renée de France 45200 Montargis","Vice-président  de la Commission des affaires sociales | ",""
"PA720370","M.","Mendes","Ludovic","Moselle","2","Ensemble pour la République","ludovic.mendes@assemblee-nationale.fr","www.ludovicmendes.fr","@LudovicMDS","Ludovic Mendes Député","7, Rue du Lancieu 57000 Metz - Tél: 0387753106","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841463","Mme","Mercier","Estelle","Meurthe-et-Moselle","1","Socialistes et apparentés","estelle.mercier@assemblee-nationale.fr","","@estellemercier2","Estelle Mercier Nancy","21B, Rue Saint-Dizier Cour des Arts 54000 Nancy - Tél: 07 61 97 65 42","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841215","Mme","Mesmeur","Marie","Ille-et-Vilaine","1","La France insoumise - Nouveau Front Populaire","marie.mesmeur@assemblee-nationale.fr","","@MarieMesmeur","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA719640","Mme","Mette","Sophie","Gironde","9","Les Démocrates","sophie.mette@assemblee-nationale.fr","sophie-mette.com","","","16, Résidence les Tilleuls 33430 Bazas","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA795176","M.","Metzdorf","Nicolas","Nouvelle-Calédonie","1","Ensemble pour la République","nicolas.metzdorf@assemblee-nationale.fr","","@NicolasMetzdorf","Nicolas Metzdorf","5, Rue Soane Viane 98880 La Foa (Nouvelle-Calédonie) - Tél: +687 44 19 73","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA719272","Mme","Meunier","Frédérique","Corrèze","2","Droite Républicaine","frederique.meunier@assemblee-nationale.fr","","","","2 Bis, Avenue du Président Roosevelt 19100 Brive La Gaillarde - Tél: 05.55.22.59.47","Membre  de la Commission des affaires étrangères | ",""
"PA795482","Mme","Meunier","Manon","Haute-Vienne","3","La France insoumise - Nouveau Front Populaire","manon.meunier@assemblee-nationale.fr","manonmeunier.fr","@ManonMeunier_UP","ManonMeunierUP87","45, Rue Cruveilhier 87000 Limoges","Membre  de la Commission des affaires économiques | ",""
"PA793852","M.","Meurin","Pierre","Gard","4","Rassemblement National","pierre.meurin@assemblee-nationale.fr","pierre-meurin.fr","@Meurin_P","meurinpierre","","Membre  de la Commission des affaires sociales | ",""
"PA841395","M.","Michelet","Maxime","Marne","3","UDR","maxime.michelet@assemblee-nationale.fr","","@Maxime_Michelet","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841769","M.","Michoux","Éric","Saône-et-Loire","4","UDR","eric.michoux@assemblee-nationale.fr","","","Eric Michoux","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA795664","M.","Midy","Paul","Essonne","5","Ensemble pour la République","paul.midy@assemblee-nationale.fr","","@midy_paul","midypaul","","Membre  de la Commission des affaires économiques | ",""
"PA817203","Mme","Miller","Laure","Marne","2","Ensemble pour la République","laure.miller@assemblee-nationale.fr","","@Laure_Miller","Laure Miller","9, Rue du Colonel Fabien 51100 Reims","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795962","Mme","Missoffe","Joséphine","Paris","14","Ensemble pour la République","josephine.missoffe@assemblee-nationale.fr","josephinemissoffe.fr","","","","Membre  de la Commission des affaires sociales | ",""
"PA607619","M.","Molac","Paul","Morbihan","4","Libertés, Indépendants, Outre-mer et Territoires","paul.molac@assemblee-nationale.fr","paulmolac.bzh","@paul_molac","paulmolac","26, Place de la Mairie 56800 Ploërmel - Tél: 02 97 70 61 72","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA793174","M.","Monnet","Yannick","Allier","1","Gauche Démocrate et Républicaine","yannick.monnet@assemblee-nationale.fr","","","","52, Boulevard Ledru Rollin 03000 Moulins - Tél: 0470202421","Membre  de la Commission des affaires sociales | ",""
"PA840915","M.","Monnier","Thibaut","Drôme","4","Rassemblement National","thibaut.monnier@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794810","Mme","Morel","Louise","Bas-Rhin","6","Les Démocrates","louise.morel@assemblee-nationale.fr","","","LouiseMorelAvecVous","","Membre  de la Commission des affaires économiques | ",""
"PA794466","M.","Moulliere","Jean","Nord","6","Horizons & Indépendants","jean.moulliere@assemblee-nationale.fr","","","","18, Rue de Roubaix 59242 Templeuve-en-Pévèle","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA720908","Mme","Moutchou","Naïma","Val-d'Oise","4","Horizons & Indépendants","naima.moutchou@assemblee-nationale.fr","","","","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | Vice-présidente de l'Assemblée nationale",""
"PA793696","M.","Muller","Serge","Dordogne","2","Rassemblement National","serge.muller@assemblee-nationale.fr","","@Serge_Muller24","","47, Rue Bourbarraud 24100 Bergerac","Membre  de la Commission des affaires sociales | ",""
"PA795820","M.","Nadeau","Marcellin","Martinique","2","Gauche Démocrate et Républicaine","marcellin.nadeau@assemblee-nationale.fr","","","","14, Rue du Général de Gaulle 97250 Saint-Pierre","Secrétaire  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA721486","M.","Naegelen","Christophe","Vosges","3","Libertés, Indépendants, Outre-mer et Territoires","contact@naegelen.fr|christophe.naegelen@assemblee-nationale.fr","www.naegelen.fr","@naegelenchris","ChristopheNaegelenVosges","78 Quater, Boulevard Thiers 88200 Remiremont - Tél: 03.29.22.30.65","Membre  de la Commission des affaires économiques | Secrétaire de l'Assemblée nationale",""
"PA643157","M.","Naillet","Philippe","Réunion","1","Socialistes et apparentés","philippe.naillet@assemblee-nationale.fr","","","","100, Rue Sainte-Marie 97400 Saint-Denis de La Réunion - Tél: 02 62 29 14 15","Membre  de la Commission des affaires économiques | ",""
"PA610654","M.","Nilor","Jean-Philippe","Martinique","4","La France insoumise - Nouveau Front Populaire","jean-philippe.nilor@wanadoo.fr|jean-philippe.nilor@assemblee-nationale.fr","jpnilor.com","","","12, Rue Paul Langevin, 97228 Sainte-Luce - Tél: 05 96 62 30 62","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841191","Mme","Nosbé","Sandrine","Isère","9","La France insoumise - Nouveau Front Populaire","sandrine.nosbe@assemblee-nationale.fr","sandrinenosbe.fr","","","11, Rue Genevoise 38500 Voiron","Membre  de la Commission des affaires économiques | ",""
"PA720644","M.","Nury","Jérôme","Orne","3","Droite Républicaine","jerome.nury@assemblee-nationale.fr","","@jeromenury","jerome.nury1","5, Boulevard du Midi 61800 Tinchebray Bocage - Tél: 02.33.37.29.77","Membre  de la Commission des affaires économiques | ",""
"PA841107","M.","Oberti","Jacques","Haute-Garonne","10","Socialistes et apparentés","jacques.oberti@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA721960","Mme","Obono","Danièle","Paris","17","La France insoumise - Nouveau Front Populaire","daniele.obono@assemblee-nationale.fr","deputee-obono.fr","@Deputee_Obono","@DeputeeObono","12, Rue Pajol 75018 paris - Tél: 0961686035","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795552","M.","Odoul","Julien","Yonne","3","Rassemblement National","julien.odoul@assemblee-nationale.fr","","@JulienOdoul","OdoulJulien","","Membre  de la Commission des affaires sociales | ",""
"PA795722","M.","Olive","Karl","Yvelines","12","Ensemble pour la République","karl.olive@assemblee-nationale.fr","karl-olive.fr","@karlolive","karlolive","","Membre  de la Commission de la défense nationale et des forces armées | ",""
